student_id,course_id,instructor_id,evaluation_text,sentiment_label,satisfaction_score,engagement_score,timestamp,platform_access_count,assignment_score,final_grade
S0520,CSE103,I1002,The lectures were engaging and well-explained.,Positive,1,4,2024-03-17 14:09:08,35,92,81
S0521,CSE102,I1002,I appreciated the extra help sessions.,Positive,5,2,2024-06-09 10:18:45,6,73,57
S0522,CSE101,I1002,I appreciated the extra help sessions.,Positive,5,2,2025-05-31 00:17:15,15,50,57
S0523,CSE103,I1001,Course was too fast-paced.,Neutral,2,1,2023-09-11 12:56:54,8,94,94
S0524,CSE103,I1002,I appreciated the extra help sessions.,Positive,4,2,2023-08-18 18:58:30,40,87,92
S0525,CSE102,I1002,Interactive sessions made learning enjoyable.,Positive,10,1,2023-12-04 06:03:42,26,56,54
S0526,CSE102,I1002,Interactive sessions made learning enjoyable.,Positive,9,9,2024-05-05 21:52:30,20,76,83
S0527,CSE101,I1001,Content was difficult to follow sometimes.,Neutral,3,4,2024-01-01 05:55:58,26,87,50
S0528,CSE102,I1001,"Too many assignments, not enough guidance.",Negative,1,6,2024-08-14 22:25:56,33,61,86
S0529,CSE102,I1001,I appreciated the extra help sessions.,Positive,3,6,2024-05-17 13:57:48,18,73,56
S0530,CSE103,I1002,I appreciated the extra help sessions.,Positive,5,10,2023-09-25 00:56:34,16,50,71
S0531,CSE101,I1002,Interactive sessions made learning enjoyable.,Positive,7,8,2024-05-03 10:00:55,34,93,57
S0532,CSE101,I1003,Interactive sessions made learning enjoyable.,Positive,9,10,2025-06-01 08:51:31,25,80,99
S0533,CSE103,I1002,Content was difficult to follow sometimes.,Neutral,1,9,2024-04-06 14:09:27,28,63,78
S0534,CSE102,I1003,I appreciated the extra help sessions.,Positive,5,5,2023-10-24 17:56:34,27,60,73
S0535,CSE101,I1001,The lectures were engaging and well-explained.,Positive,8,7,2025-01-31 18:41:43,39,74,90
S0536,CSE101,I1003,"Too many assignments, not enough guidance.",Negative,6,10,2024-11-15 02:39:01,43,59,61
S0537,CSE101,I1001,Instructor was responsive and helpful.,Positive,5,2,2023-08-31 11:34:03,25,56,57
S0538,CSE102,I1002,Lacked practical examples.,Negative,5,1,2023-09-26 18:41:00,43,70,97
S0539,CSE102,I1001,Interactive sessions made learning enjoyable.,Positive,9,4,2024-07-07 17:29:07,8,63,94
S0540,CSE102,I1001,Instructor was responsive and helpful.,Positive,10,10,2025-05-17 07:08:56,15,99,92
S0541,CSE102,I1001,The course material was outdated.,Negative,4,7,2024-06-26 06:06:28,26,89,69
S0542,CSE101,I1002,The lectures were engaging and well-explained.,Positive,5,5,2025-07-08 01:39:20,15,70,74
S0543,CSE101,I1003,I appreciated the extra help sessions.,Positive,2,3,2024-02-24 02:01:11,14,65,73
S0544,CSE103,I1001,Instructor was responsive and helpful.,Positive,1,10,2024-01-11 04:59:29,43,93,54
S0545,CSE101,I1002,Great use of resources and timely feedback.,Positive,1,8,2024-07-14 10:16:16,32,64,57
S0546,CSE102,I1003,Content was difficult to follow sometimes.,Neutral,6,7,2023-12-27 07:38:37,12,77,91
S0547,CSE101,I1003,Content was difficult to follow sometimes.,Neutral,1,4,2024-03-28 15:44:17,44,61,85
S0548,CSE101,I1001,I appreciated the extra help sessions.,Positive,6,4,2025-06-22 11:53:31,31,51,74
S0549,CSE103,I1002,Instructor was responsive and helpful.,Positive,4,8,2024-06-22 12:22:22,48,74,91
S0550,CSE102,I1001,I appreciated the extra help sessions.,Positive,6,10,2025-07-09 02:22:37,43,71,83
S0551,CSE103,I1001,Content was difficult to follow sometimes.,Neutral,5,5,2024-04-16 14:55:28,10,66,62
S0552,CSE102,I1001,Great use of resources and timely feedback.,Positive,6,7,2025-01-30 10:19:31,27,75,72
S0553,CSE102,I1002,Interactive sessions made learning enjoyable.,Positive,1,1,2025-01-16 05:35:06,26,90,75
S0554,CSE102,I1001,I appreciated the extra help sessions.,Positive,7,8,2024-04-10 07:34:39,35,94,98
S0555,CSE103,I1001,I appreciated the extra help sessions.,Positive,3,10,2024-05-12 09:56:24,31,69,67
S0556,CSE101,I1002,Instructor was responsive and helpful.,Positive,7,8,2023-11-05 11:17:12,38,93,88
S0557,CSE101,I1003,I appreciated the extra help sessions.,Positive,5,8,2024-09-07 20:13:57,5,95,66
S0558,CSE103,I1003,Interactive sessions made learning enjoyable.,Positive,9,10,2025-03-13 21:05:08,38,61,94
S0559,CSE101,I1001,I appreciated the extra help sessions.,Positive,1,1,2024-11-12 17:12:05,18,96,76
S0560,CSE101,I1003,The lectures were engaging and well-explained.,Positive,9,6,2024-05-21 14:36:33,43,65,64
S0561,CSE103,I1002,Great use of resources and timely feedback.,Positive,4,3,2024-04-01 10:41:42,8,55,74
S0562,CSE103,I1002,Lacked practical examples.,Negative,4,3,2024-01-30 10:00:10,32,70,85
S0563,CSE102,I1001,Instructor was responsive and helpful.,Positive,6,9,2024-05-11 15:14:21,35,66,71
S0564,CSE103,I1001,Course was too fast-paced.,Neutral,9,3,2025-03-18 17:19:47,22,66,79
S0565,CSE101,I1003,Interactive sessions made learning enjoyable.,Positive,7,4,2024-02-18 12:21:30,26,89,65
S0566,CSE102,I1001,Content was difficult to follow sometimes.,Neutral,9,4,2024-02-18 11:52:24,34,98,76
S0567,CSE101,I1003,Content was difficult to follow sometimes.,Neutral,5,7,2024-08-28 07:19:34,35,80,50
S0568,CSE101,I1001,Lacked practical examples.,Negative,5,6,2023-09-01 09:02:31,7,83,76
S0569,CSE102,I1003,"Too many assignments, not enough guidance.",Negative,2,1,2023-09-22 20:32:31,10,93,55
S0570,CSE102,I1001,The course material was outdated.,Negative,3,4,2023-12-20 11:28:18,21,68,91
S0571,CSE103,I1002,Content was difficult to follow sometimes.,Neutral,1,4,2024-04-09 03:49:28,15,68,52
S0572,CSE103,I1001,Course was too fast-paced.,Neutral,6,7,2023-11-10 16:51:02,42,65,81
S0573,CSE103,I1003,Course was too fast-paced.,Neutral,6,9,2023-12-22 03:46:31,32,93,66
S0574,CSE101,I1002,Great use of resources and timely feedback.,Positive,9,8,2024-12-22 02:35:30,37,99,86
S0575,CSE101,I1003,I appreciated the extra help sessions.,Positive,2,10,2024-10-18 21:05:15,13,57,60
S0576,CSE101,I1003,Course was too fast-paced.,Neutral,9,2,2024-07-16 19:04:25,38,94,60
S0577,CSE102,I1003,"Too many assignments, not enough guidance.",Negative,3,10,2025-04-28 15:45:11,5,81,65
S0578,CSE103,I1002,The lectures were engaging and well-explained.,Positive,1,3,2023-10-06 14:16:39,42,94,58
S0579,CSE101,I1003,The course material was outdated.,Negative,8,4,2024-03-15 00:11:34,40,93,80
S0580,CSE102,I1003,Lacked practical examples.,Negative,2,9,2024-12-03 20:46:29,25,81,77
S0581,CSE101,I1001,Great use of resources and timely feedback.,Positive,7,6,2024-04-29 01:57:02,44,75,79
S0582,CSE103,I1003,Content was difficult to follow sometimes.,Neutral,8,8,2024-04-11 11:24:07,18,96,53
S0583,CSE101,I1001,Course was too fast-paced.,Neutral,9,5,2025-05-30 15:22:08,46,82,89
S0584,CSE103,I1001,I appreciated the extra help sessions.,Positive,6,8,2023-11-12 09:01:37,6,65,61
S0585,CSE101,I1001,The lectures were engaging and well-explained.,Positive,5,1,2023-11-25 23:05:46,38,90,97
S0586,CSE102,I1003,The lectures were engaging and well-explained.,Positive,9,6,2024-08-20 00:58:27,46,91,93
S0587,CSE103,I1003,The course material was outdated.,Negative,7,10,2024-05-12 23:30:38,44,98,53
S0588,CSE103,I1003,"Too many assignments, not enough guidance.",Negative,6,4,2023-08-22 04:49:54,6,71,74
S0589,CSE103,I1003,"Too many assignments, not enough guidance.",Negative,2,6,2024-01-09 13:48:11,14,79,99
S0590,CSE101,I1002,Content was difficult to follow sometimes.,Neutral,6,6,2025-06-26 14:23:44,8,92,66
S0591,CSE103,I1001,Interactive sessions made learning enjoyable.,Positive,1,3,2025-05-26 03:46:48,10,97,55
S0592,CSE103,I1003,The course material was outdated.,Negative,1,4,2024-03-28 05:23:55,22,80,79
S0593,CSE101,I1003,Interactive sessions made learning enjoyable.,Positive,2,1,2024-01-04 23:48:13,25,95,65
S0594,CSE101,I1001,I appreciated the extra help sessions.,Positive,3,7,2024-07-07 17:57:30,24,66,63
S0595,CSE101,I1003,Lacked practical examples.,Negative,1,1,2024-11-17 05:20:09,5,79,78
S0596,CSE102,I1001,I appreciated the extra help sessions.,Positive,8,10,2025-03-26 08:54:59,36,64,51
S0597,CSE103,I1001,The course material was outdated.,Negative,3,5,2024-06-24 08:45:55,25,51,85
S0598,CSE102,I1002,I appreciated the extra help sessions.,Positive,5,7,2024-07-31 23:06:27,20,56,85
S0599,CSE103,I1003,Instructor was responsive and helpful.,Positive,5,7,2024-03-19 23:33:51,28,71,86
S0600,CSE102,I1002,Interactive sessions made learning enjoyable.,Positive,4,1,2023-10-14 09:41:19,40,91,83
S0601,CSE103,I1001,"Too many assignments, not enough guidance.",Negative,6,7,2024-12-13 22:53:29,19,58,95
S0602,CSE102,I1002,Course was too fast-paced.,Neutral,10,1,2024-12-20 11:42:06,33,74,78
S0603,CSE102,I1002,Interactive sessions made learning enjoyable.,Positive,2,7,2023-09-26 01:12:24,40,75,91
S0604,CSE101,I1002,Great use of resources and timely feedback.,Positive,7,10,2024-12-21 03:39:24,17,80,76
S0605,CSE102,I1003,Instructor was responsive and helpful.,Positive,6,2,2023-11-10 01:03:24,27,75,59
S0606,CSE102,I1002,"Too many assignments, not enough guidance.",Negative,8,1,2024-05-26 08:49:24,9,65,52
S0607,CSE102,I1002,The course material was outdated.,Negative,7,3,2023-11-24 13:45:31,49,98,71
S0608,CSE103,I1002,Lacked practical examples.,Negative,1,2,2023-12-29 01:09:48,27,63,87
S0609,CSE103,I1002,Instructor was responsive and helpful.,Positive,8,6,2024-01-17 04:36:36,11,97,99
S0610,CSE101,I1002,Instructor was responsive and helpful.,Positive,7,8,2024-01-13 14:23:15,18,62,72
S0611,CSE103,I1001,Content was difficult to follow sometimes.,Neutral,5,7,2023-10-04 11:07:12,27,66,77
S0612,CSE103,I1001,The lectures were engaging and well-explained.,Positive,2,5,2024-07-28 01:47:02,46,72,59
S0613,CSE102,I1001,Content was difficult to follow sometimes.,Neutral,5,9,2025-05-27 15:00:58,24,72,58
S0614,CSE103,I1002,Course was too fast-paced.,Neutral,4,6,2025-02-24 09:46:14,23,76,70
S0615,CSE102,I1003,"Too many assignments, not enough guidance.",Negative,6,2,2024-03-30 11:31:16,49,82,83
S0616,CSE101,I1002,Great use of resources and timely feedback.,Positive,1,3,2024-08-31 12:32:43,43,68,57
S0617,CSE103,I1002,Great use of resources and timely feedback.,Positive,5,6,2025-01-30 18:34:57,15,55,58
S0618,CSE102,I1003,I appreciated the extra help sessions.,Positive,1,5,2024-10-21 23:15:58,35,80,77
S0619,CSE101,I1002,Lacked practical examples.,Negative,6,3,2024-03-19 12:17:27,42,50,67
S0620,CSE101,I1002,Instructor was responsive and helpful.,Positive,7,3,2025-05-15 08:10:33,27,65,67
S0621,CSE102,I1001,Lacked practical examples.,Negative,6,2,2025-03-01 21:52:58,6,99,97
S0622,CSE102,I1001,Instructor was responsive and helpful.,Positive,9,1,2023-09-16 06:14:49,27,71,90
S0623,CSE103,I1003,Course was too fast-paced.,Neutral,5,3,2024-11-14 05:22:44,7,82,97
S0624,CSE103,I1003,Content was difficult to follow sometimes.,Neutral,8,7,2024-03-26 23:01:51,33,83,80
S0625,CSE103,I1003,I appreciated the extra help sessions.,Positive,2,3,2023-11-17 21:33:34,7,54,78
S0626,CSE103,I1001,Instructor was responsive and helpful.,Positive,3,4,2024-02-24 21:12:51,49,60,88
S0627,CSE103,I1001,Interactive sessions made learning enjoyable.,Positive,3,9,2024-11-23 05:11:53,22,70,72
S0628,CSE103,I1002,The lectures were engaging and well-explained.,Positive,10,5,2024-05-23 20:28:05,46,60,69
S0629,CSE101,I1002,Lacked practical examples.,Negative,5,3,2023-12-09 03:32:23,24,89,57
S0630,CSE103,I1003,Instructor was responsive and helpful.,Positive,10,8,2024-01-20 21:48:04,44,77,86
S0631,CSE101,I1001,"Too many assignments, not enough guidance.",Negative,8,10,2023-12-14 22:56:54,44,76,57
S0632,CSE102,I1001,Lacked practical examples.,Negative,4,1,2023-12-02 21:13:12,27,84,86
S0633,CSE101,I1001,Interactive sessions made learning enjoyable.,Positive,10,2,2023-09-21 23:19:57,36,87,71
S0634,CSE102,I1002,Instructor was responsive and helpful.,Positive,2,10,2023-11-18 15:54:24,16,79,69
S0635,CSE101,I1003,"Too many assignments, not enough guidance.",Negative,10,9,2025-02-13 02:01:12,5,64,76
S0636,CSE103,I1001,Content was difficult to follow sometimes.,Neutral,8,4,2025-06-27 14:28:20,26,93,50
S0637,CSE102,I1002,The lectures were engaging and well-explained.,Positive,3,6,2023-09-16 04:07:18,23,98,86
S0638,CSE101,I1003,I appreciated the extra help sessions.,Positive,7,6,2023-09-08 19:44:00,19,53,62
S0639,CSE101,I1002,"Too many assignments, not enough guidance.",Negative,2,4,2024-06-25 16:39:47,45,62,53
S0640,CSE102,I1002,Interactive sessions made learning enjoyable.,Positive,1,6,2023-08-31 00:38:08,35,71,62
S0641,CSE103,I1003,Lacked practical examples.,Negative,8,9,2025-02-14 04:12:47,40,74,77
S0642,CSE101,I1002,Course was too fast-paced.,Neutral,7,8,2025-07-16 01:07:51,27,81,89
S0643,CSE103,I1003,Content was difficult to follow sometimes.,Neutral,5,4,2025-01-02 11:35:23,13,79,83
S0644,CSE102,I1002,Great use of resources and timely feedback.,Positive,4,10,2025-06-30 01:31:45,39,57,90
S0645,CSE101,I1003,Content was difficult to follow sometimes.,Neutral,9,5,2024-07-19 15:44:15,19,79,82
S0646,CSE101,I1001,"Too many assignments, not enough guidance.",Negative,10,4,2024-04-05 02:47:01,17,69,98
S0647,CSE103,I1001,Lacked practical examples.,Negative,3,9,2024-07-13 12:28:23,30,53,80
S0648,CSE103,I1001,The course material was outdated.,Negative,7,5,2025-06-05 16:42:46,24,67,99
S0649,CSE101,I1001,The course material was outdated.,Negative,4,2,2023-12-30 16:59:34,16,93,67
S0650,CSE103,I1003,Great use of resources and timely feedback.,Positive,5,7,2024-09-12 19:36:43,39,85,84
S0651,CSE102,I1003,Instructor was responsive and helpful.,Positive,3,1,2024-09-27 00:13:37,17,79,76
S0652,CSE103,I1003,The course material was outdated.,Negative,1,3,2024-04-14 06:38:35,20,76,52
S0653,CSE103,I1003,Content was difficult to follow sometimes.,Neutral,2,7,2025-06-10 17:42:43,29,54,51
S0654,CSE101,I1001,The course material was outdated.,Negative,1,8,2024-08-14 14:56:01,11,89,92
S0655,CSE102,I1001,Instructor was responsive and helpful.,Positive,3,9,2023-09-26 02:21:06,23,97,82
S0656,CSE102,I1002,Great use of resources and timely feedback.,Positive,1,5,2023-09-04 12:33:29,38,87,95
S0657,CSE101,I1003,The lectures were engaging and well-explained.,Positive,2,6,2025-01-11 19:46:42,19,79,53
S0658,CSE101,I1003,Instructor was responsive and helpful.,Positive,5,4,2023-11-13 23:19:57,18,80,77
S0659,CSE102,I1003,Lacked practical examples.,Negative,1,8,2023-09-06 18:08:35,15,56,77
S0660,CSE103,I1003,I appreciated the extra help sessions.,Positive,1,7,2024-01-20 11:42:26,27,60,52
S0661,CSE102,I1003,Interactive sessions made learning enjoyable.,Positive,9,6,2025-01-29 00:05:23,17,97,57
S0662,CSE102,I1001,The lectures were engaging and well-explained.,Positive,2,1,2025-07-29 15:23:31,36,90,50
S0663,CSE102,I1001,Interactive sessions made learning enjoyable.,Positive,4,7,2023-11-12 22:29:29,9,50,80
S0664,CSE101,I1003,Content was difficult to follow sometimes.,Neutral,9,10,2024-02-06 08:10:56,45,80,69
S0665,CSE102,I1001,I appreciated the extra help sessions.,Positive,2,9,2024-02-17 12:35:43,49,61,50
S0666,CSE101,I1002,I appreciated the extra help sessions.,Positive,2,6,2024-09-16 11:55:11,32,90,56
S0667,CSE103,I1002,Interactive sessions made learning enjoyable.,Positive,6,1,2025-01-02 21:09:39,7,92,85
S0668,CSE103,I1003,"Too many assignments, not enough guidance.",Negative,4,1,2024-04-05 10:41:56,39,57,77
S0669,CSE102,I1001,Lacked practical examples.,Negative,2,7,2024-02-03 18:59:13,46,61,74
S0670,CSE102,I1001,Lacked practical examples.,Negative,5,7,2024-03-14 11:47:07,10,91,65
S0671,CSE101,I1003,Lacked practical examples.,Negative,2,10,2023-12-29 01:02:16,40,56,95
S0672,CSE102,I1003,Great use of resources and timely feedback.,Positive,10,10,2025-04-06 14:22:59,47,79,61
S0673,CSE101,I1002,The lectures were engaging and well-explained.,Positive,2,9,2024-09-21 21:32:11,44,80,77
S0674,CSE101,I1002,Interactive sessions made learning enjoyable.,Positive,9,9,2023-10-29 06:35:52,16,84,60
S0675,CSE102,I1003,Great use of resources and timely feedback.,Positive,5,6,2025-01-28 20:26:20,9,80,96
S0676,CSE103,I1003,I appreciated the extra help sessions.,Positive,7,8,2025-01-26 21:48:29,14,75,83
S0677,CSE101,I1001,Lacked practical examples.,Negative,4,10,2024-06-17 10:21:43,43,76,59
S0678,CSE101,I1003,Great use of resources and timely feedback.,Positive,6,10,2024-03-06 21:11:18,34,89,57
S0679,CSE102,I1002,Course was too fast-paced.,Neutral,1,7,2023-12-06 00:33:43,30,70,57
S0680,CSE103,I1003,Course was too fast-paced.,Neutral,1,1,2024-05-06 15:04:23,6,82,85
S0681,CSE102,I1003,Lacked practical examples.,Negative,5,3,2023-10-22 17:00:53,41,88,99
S0682,CSE103,I1002,Lacked practical examples.,Negative,10,4,2024-05-29 17:22:08,49,87,78
S0683,CSE102,I1001,I appreciated the extra help sessions.,Positive,5,5,2024-04-02 21:00:21,44,68,64
S0684,CSE101,I1003,Lacked practical examples.,Negative,7,5,2024-06-21 13:34:37,39,97,53
S0685,CSE101,I1001,"Too many assignments, not enough guidance.",Negative,10,1,2023-12-28 04:00:41,32,64,67
S0686,CSE103,I1002,I appreciated the extra help sessions.,Positive,7,2,2024-10-05 07:09:17,22,50,61
S0687,CSE102,I1001,The course material was outdated.,Negative,3,10,2024-12-29 12:35:51,14,61,92
S0688,CSE101,I1002,I appreciated the extra help sessions.,Positive,7,2,2025-04-18 01:32:02,33,89,87
S0689,CSE102,I1001,The course material was outdated.,Negative,8,7,2024-12-18 13:49:01,41,88,83
S0690,CSE103,I1002,Lacked practical examples.,Negative,6,4,2024-05-27 18:13:47,38,96,70
S0691,CSE101,I1002,The course material was outdated.,Negative,6,8,2025-01-30 21:01:41,19,56,91
S0692,CSE102,I1003,Lacked practical examples.,Negative,5,6,2025-07-17 15:19:05,40,63,86
S0693,CSE101,I1003,Instructor was responsive and helpful.,Positive,9,1,2025-05-04 22:14:36,20,66,73
S0694,CSE102,I1002,Content was difficult to follow sometimes.,Neutral,9,3,2023-10-19 02:53:55,30,82,94
S0695,CSE101,I1002,Interactive sessions made learning enjoyable.,Positive,2,8,2023-10-28 14:00:25,16,81,62
S0696,CSE101,I1002,Interactive sessions made learning enjoyable.,Positive,1,5,2023-12-03 09:25:20,40,93,92
S0697,CSE102,I1001,"Too many assignments, not enough guidance.",Negative,5,1,2024-09-19 14:03:09,28,80,89
S0698,CSE102,I1001,Content was difficult to follow sometimes.,Neutral,10,8,2024-08-02 07:29:47,37,51,79
S0699,CSE101,I1003,Instructor was responsive and helpful.,Positive,7,5,2024-09-03 19:38:37,11,81,92
S0700,CSE102,I1003,Lacked practical examples.,Negative,6,3,2025-05-19 02:29:33,11,89,74
S0701,CSE101,I1003,"Too many assignments, not enough guidance.",Negative,8,5,2023-08-08 09:39:07,12,63,72
S0702,CSE103,I1002,Interactive sessions made learning enjoyable.,Positive,8,4,2024-12-05 17:15:19,10,54,87
S0703,CSE102,I1001,Interactive sessions made learning enjoyable.,Positive,4,5,2023-08-08 11:28:50,23,54,97
S0704,CSE102,I1003,Content was difficult to follow sometimes.,Neutral,1,1,2024-05-31 22:25:19,47,70,56
S0705,CSE102,I1003,I appreciated the extra help sessions.,Positive,4,3,2025-01-27 15:59:08,35,87,54
S0706,CSE101,I1003,Great use of resources and timely feedback.,Positive,3,9,2025-03-27 08:46:55,15,65,89
S0707,CSE103,I1003,Content was difficult to follow sometimes.,Neutral,2,1,2025-07-14 03:36:39,46,55,65
S0708,CSE102,I1002,Instructor was responsive and helpful.,Positive,8,10,2025-04-11 14:15:56,21,99,60
S0709,CSE102,I1003,Great use of resources and timely feedback.,Positive,8,6,2024-02-28 08:05:12,12,97,92
S0710,CSE101,I1002,The course material was outdated.,Negative,5,1,2024-02-22 19:01:24,27,88,63
S0711,CSE102,I1003,The lectures were engaging and well-explained.,Positive,9,5,2024-09-29 13:53:38,37,51,86
S0712,CSE101,I1001,The lectures were engaging and well-explained.,Positive,7,5,2025-05-18 15:00:54,43,58,76
S0713,CSE102,I1001,The course material was outdated.,Negative,5,9,2025-04-13 20:11:39,11,92,51
S0714,CSE103,I1002,Content was difficult to follow sometimes.,Neutral,4,3,2025-04-04 00:54:16,14,78,82
S0715,CSE102,I1002,Interactive sessions made learning enjoyable.,Positive,6,2,2024-05-20 13:00:39,48,65,73
S0716,CSE103,I1001,The course material was outdated.,Negative,9,5,2024-09-15 08:45:17,48,95,81
S0717,CSE103,I1001,Course was too fast-paced.,Neutral,2,1,2024-03-16 13:04:36,30,92,51
S0718,CSE102,I1003,The course material was outdated.,Negative,7,4,2025-01-31 14:54:55,8,57,93
S0719,CSE101,I1002,"Too many assignments, not enough guidance.",Negative,7,2,2025-01-07 12:55:31,40,64,67
S0720,CSE101,I1002,Interactive sessions made learning enjoyable.,Positive,1,1,2024-07-22 00:41:55,9,86,60
S0721,CSE102,I1001,Interactive sessions made learning enjoyable.,Positive,7,6,2024-03-04 23:10:27,20,94,57
S0722,CSE102,I1001,Great use of resources and timely feedback.,Positive,4,6,2024-07-21 01:18:29,31,92,78
S0723,CSE102,I1003,Interactive sessions made learning enjoyable.,Positive,4,7,2024-03-08 18:44:38,37,71,52
S0724,CSE102,I1001,Instructor was responsive and helpful.,Positive,10,6,2025-03-22 13:20:33,21,81,52
S0725,CSE103,I1003,The lectures were engaging and well-explained.,Positive,5,6,2025-01-27 06:37:05,30,53,85
S0726,CSE103,I1002,The course material was outdated.,Negative,10,10,2025-01-25 00:49:11,17,59,79
S0727,CSE103,I1001,The lectures were engaging and well-explained.,Positive,6,1,2024-04-23 17:38:53,5,88,52
S0728,CSE102,I1003,I appreciated the extra help sessions.,Positive,6,7,2024-01-27 06:26:58,33,73,53
S0729,CSE102,I1001,"Too many assignments, not enough guidance.",Negative,9,7,2024-05-11 05:05:56,10,53,74
S0730,CSE102,I1003,Course was too fast-paced.,Neutral,4,3,2024-03-19 09:18:21,7,50,60
S0731,CSE103,I1001,Great use of resources and timely feedback.,Positive,2,8,2023-12-30 20:17:09,20,83,96
S0732,CSE102,I1003,"Too many assignments, not enough guidance.",Negative,2,9,2024-11-07 02:27:57,18,79,97
S0733,CSE102,I1001,"Too many assignments, not enough guidance.",Negative,6,6,2023-08-03 13:29:59,13,70,74
S0734,CSE102,I1003,Lacked practical examples.,Negative,6,10,2023-12-04 00:13:20,7,77,50
S0735,CSE102,I1001,Content was difficult to follow sometimes.,Neutral,6,10,2025-04-09 21:19:53,41,90,95
S0736,CSE102,I1001,Instructor was responsive and helpful.,Positive,10,2,2024-03-15 11:58:23,37,67,99
S0737,CSE103,I1002,Instructor was responsive and helpful.,Positive,5,2,2024-10-15 15:33:24,35,78,82
S0738,CSE103,I1002,The lectures were engaging and well-explained.,Positive,5,3,2024-12-07 00:21:21,32,66,74
S0739,CSE103,I1001,I appreciated the extra help sessions.,Positive,2,2,2023-11-26 03:34:22,14,60,70
S0740,CSE103,I1001,Interactive sessions made learning enjoyable.,Positive,8,4,2025-05-01 14:49:38,47,81,71
S0741,CSE102,I1002,The course material was outdated.,Negative,4,7,2024-10-07 00:04:10,12,76,75
S0742,CSE102,I1001,Lacked practical examples.,Negative,1,7,2024-05-14 18:49:10,23,92,63
S0743,CSE102,I1003,Great use of resources and timely feedback.,Positive,7,4,2025-05-07 05:17:07,11,88,71
S0744,CSE102,I1001,Instructor was responsive and helpful.,Positive,1,9,2023-12-09 12:25:34,16,98,95
S0745,CSE102,I1002,I appreciated the extra help sessions.,Positive,5,4,2025-07-09 23:54:19,29,78,92
S0746,CSE103,I1003,Content was difficult to follow sometimes.,Neutral,6,2,2023-11-27 23:35:04,26,61,83
S0747,CSE102,I1003,I appreciated the extra help sessions.,Positive,10,6,2024-02-24 10:07:01,22,82,51
S0748,CSE102,I1003,Lacked practical examples.,Negative,7,9,2024-06-10 04:58:55,42,67,63
S0749,CSE101,I1003,I appreciated the extra help sessions.,Positive,2,5,2024-05-16 01:55:37,34,72,99
S0750,CSE103,I1003,"Too many assignments, not enough guidance.",Negative,4,8,2024-07-12 19:00:22,12,94,69
S0751,CSE103,I1003,Great use of resources and timely feedback.,Positive,1,10,2025-01-21 18:10:30,49,59,63
S0752,CSE102,I1003,Instructor was responsive and helpful.,Positive,6,2,2024-04-02 22:15:15,31,85,87
S0753,CSE101,I1002,Great use of resources and timely feedback.,Positive,9,4,2024-01-13 13:21:05,42,99,54
S0754,CSE103,I1003,The lectures were engaging and well-explained.,Positive,3,7,2025-01-14 06:59:29,45,67,57
S0755,CSE101,I1002,Course was too fast-paced.,Neutral,4,9,2025-05-04 08:54:14,37,59,55
S0756,CSE103,I1001,The lectures were engaging and well-explained.,Positive,3,4,2024-09-13 16:04:31,30,81,76
S0757,CSE101,I1001,I appreciated the extra help sessions.,Positive,5,5,2025-06-20 10:50:08,39,64,67
S0758,CSE103,I1001,Instructor was responsive and helpful.,Positive,8,1,2025-01-25 04:21:24,33,94,79
S0759,CSE102,I1002,Course was too fast-paced.,Neutral,4,9,2024-08-05 05:52:44,27,59,87
S0760,CSE102,I1003,I appreciated the extra help sessions.,Positive,9,9,2024-05-03 16:14:15,13,85,89
S0761,CSE102,I1003,Great use of resources and timely feedback.,Positive,10,3,2025-07-31 17:24:22,31,63,78
S0762,CSE101,I1003,"Too many assignments, not enough guidance.",Negative,2,5,2025-06-12 09:01:59,47,84,57
S0763,CSE103,I1001,"Too many assignments, not enough guidance.",Negative,10,2,2023-12-07 05:56:36,35,67,56
S0764,CSE102,I1001,Interactive sessions made learning enjoyable.,Positive,6,7,2023-09-17 08:26:54,19,71,98
S0765,CSE102,I1001,Course was too fast-paced.,Neutral,7,4,2023-10-24 03:09:42,21,59,54
S0766,CSE101,I1002,Lacked practical examples.,Negative,7,10,2024-01-13 15:00:47,9,78,94
S0767,CSE101,I1002,Interactive sessions made learning enjoyable.,Positive,1,3,2025-06-19 01:16:33,7,78,58
S0768,CSE103,I1001,The course material was outdated.,Negative,9,6,2024-11-15 05:52:09,32,83,52
S0769,CSE103,I1001,The course material was outdated.,Negative,7,4,2024-05-24 14:06:41,6,51,55
S0770,CSE103,I1002,"Too many assignments, not enough guidance.",Negative,6,8,2023-12-07 20:05:48,40,76,83
S0771,CSE101,I1003,Instructor was responsive and helpful.,Positive,2,5,2024-12-21 10:49:26,21,99,62
S0772,CSE102,I1003,I appreciated the extra help sessions.,Positive,1,8,2025-01-18 01:04:11,23,77,94
S0773,CSE103,I1001,Lacked practical examples.,Negative,2,3,2024-01-21 03:11:39,34,52,98
S0774,CSE101,I1001,Instructor was responsive and helpful.,Positive,5,9,2024-08-15 22:37:56,23,72,90
S0775,CSE103,I1001,Lacked practical examples.,Negative,1,2,2023-10-24 13:44:48,20,73,68
S0776,CSE102,I1001,"Too many assignments, not enough guidance.",Negative,3,4,2024-01-31 12:09:02,42,58,72
S0777,CSE101,I1003,Content was difficult to follow sometimes.,Neutral,1,10,2024-06-08 22:38:13,45,93,85
